product_id,quality,defects,detection_time,image_data
1066,良品,,2024-12-16 01:41:53,images/product_1066.png
1067,良品,,2024-12-16 04:57:06,images/product_1067.png
1068,劣質品,裁切,2024-12-16 09:23:09,images/product_1068.png
1069,良品,,2024-12-16 00:45:57,images/product_1069.png
1070,良品,,2024-12-16 23:34:53,images/product_1070.png
1071,良品,,2024-12-16 11:06:58,images/product_1071.png
1072,劣質品,汙點,2024-12-16 19:47:16,images/product_1072.png
1073,良品,,2024-12-16 10:02:21,images/product_1073.png
1074,良品,,2024-12-16 13:55:32,images/product_1074.png
1075,劣質品,"汙點, 裁切",2024-12-16 19:37:54,images/product_1075.png
1076,良品,,2024-12-16 21:30:35,images/product_1076.png
1077,劣質品,"划痕, 大範圍污痕",2024-12-16 14:34:02,images/product_1077.png
1078,劣質品,大範圍污痕,2024-12-16 01:24:51,images/product_1078.png
1079,劣質品,汙點,2024-12-16 22:51:07,images/product_1079.png
1080,良品,,2024-12-16 11:27:04,images/product_1080.png
1081,良品,,2024-12-16 16:45:07,images/product_1081.png
1082,良品,,2024-12-16 14:13:21,images/product_1082.png
1083,良品,,2024-12-16 10:27:16,images/product_1083.png
1084,良品,,2024-12-16 23:26:04,images/product_1084.png
1085,劣質品,大範圍污痕,2024-12-16 11:37:56,images/product_1085.png
1086,良品,,2024-12-16 11:01:26,images/product_1086.png
1087,劣質品,"划痕, 汙點",2024-12-16 10:15:36,images/product_1087.png
1088,良品,,2024-12-16 03:46:11,images/product_1088.png
1089,劣質品,"裁切, 顏色汙染",2024-12-16 06:47:57,images/product_1089.png
1090,良品,,2024-12-16 20:04:13,images/product_1090.png
1091,良品,,2024-12-16 20:50:06,images/product_1091.png
1092,劣質品,大範圍污痕,2024-12-16 07:08:16,images/product_1092.png
1093,劣質品,汙點,2024-12-16 10:05:13,images/product_1093.png
1094,劣質品,汙點,2024-12-16 01:09:13,images/product_1094.png
1095,良品,,2024-12-16 20:52:49,images/product_1095.png
1096,良品,,2024-12-16 16:20:08,images/product_1096.png
1097,劣質品,划痕,2024-12-16 12:45:50,images/product_1097.png
1098,良品,,2024-12-16 17:52:08,images/product_1098.png
1099,劣質品,"划痕, 汙點, 大範圍污痕",2024-12-16 00:12:24,images/product_1099.png
1100,良品,,2024-12-16 08:43:18,images/product_1100.png
1101,劣質品,顏色汙染,2024-12-16 22:32:22,images/product_1101.png
1102,劣質品,大範圍污痕,2024-12-16 16:17:32,images/product_1102.png
1103,良品,,2024-12-16 10:16:21,images/product_1103.png
1104,劣質品,大範圍污痕,2024-12-16 13:09:39,images/product_1104.png
1105,劣質品,裁切,2024-12-16 11:28:16,images/product_1105.png
1106,劣質品,"大範圍污痕, 顏色汙染",2024-12-16 17:46:59,images/product_1106.png
1107,良品,,2024-12-16 09:13:33,images/product_1107.png
1108,良品,,2024-12-16 19:20:05,images/product_1108.png
1109,良品,,2024-12-16 17:49:31,images/product_1109.png
1110,劣質品,"汙點, 大範圍污痕, 顏色汙染",2024-12-16 08:57:43,images/product_1110.png
1111,劣質品,划痕,2024-12-16 21:31:12,images/product_1111.png
1112,劣質品,裁切,2024-12-16 17:58:58,images/product_1112.png
1113,劣質品,裁切,2024-12-16 07:14:55,images/product_1113.png
1114,劣質品,顏色汙染,2024-12-16 14:00:56,images/product_1114.png
1115,良品,,2024-12-16 05:51:26,images/product_1115.png
1116,劣質品,汙點,2024-12-16 04:57:19,images/product_1116.png
1117,良品,,2024-12-16 21:17:56,images/product_1117.png
1118,良品,,2024-12-16 19:01:31,images/product_1118.png
1119,劣質品,顏色汙染,2024-12-16 18:44:48,images/product_1119.png
1120,劣質品,顏色汙染,2024-12-16 21:18:12,images/product_1120.png
1121,劣質品,大範圍污痕,2024-12-16 06:44:40,images/product_1121.png
1122,良品,,2024-12-16 20:50:50,images/product_1122.png
1123,良品,,2024-12-16 19:29:09,images/product_1123.png
1124,良品,,2024-12-16 03:43:41,images/product_1124.png
1125,良品,,2024-12-16 06:46:35,images/product_1125.png
1126,良品,,2024-12-16 01:30:40,images/product_1126.png
1127,劣質品,汙點,2024-12-16 16:57:44,images/product_1127.png
1128,良品,,2024-12-16 15:32:56,images/product_1128.png
1129,良品,,2024-12-16 21:45:50,images/product_1129.png
1130,良品,,2024-12-16 03:08:25,images/product_1130.png
1131,良品,,2024-12-16 13:52:55,images/product_1131.png
1132,良品,,2024-12-16 19:04:21,images/product_1132.png
1133,劣質品,划痕,2024-12-16 00:29:04,images/product_1133.png
1134,良品,,2024-12-16 15:01:54,images/product_1134.png
1135,良品,,2024-12-16 05:44:11,images/product_1135.png
1136,良品,,2024-12-16 10:42:25,images/product_1136.png
1137,劣質品,顏色汙染,2024-12-16 03:24:39,images/product_1137.png
1138,良品,,2024-12-16 02:21:12,images/product_1138.png
1139,良品,,2024-12-16 20:12:06,images/product_1139.png
1140,劣質品,"划痕, 大範圍污痕",2024-12-16 05:43:11,images/product_1140.png
1141,劣質品,大範圍污痕,2024-12-16 19:21:28,images/product_1141.png
1142,劣質品,裁切,2024-12-16 15:06:45,images/product_1142.png
1143,劣質品,汙點,2024-12-16 20:05:33,images/product_1143.png
1144,良品,,2024-12-16 01:12:35,images/product_1144.png
1145,良品,,2024-12-16 13:38:13,images/product_1145.png
1146,劣質品,"划痕, 裁切",2024-12-16 08:46:51,images/product_1146.png
1147,良品,,2024-12-16 10:02:41,images/product_1147.png
1148,劣質品,划痕,2024-12-16 21:23:02,images/product_1148.png
1149,良品,,2024-12-16 10:34:19,images/product_1149.png
1150,良品,,2024-12-16 09:12:34,images/product_1150.png
1151,劣質品,划痕,2024-12-16 21:41:37,images/product_1151.png
1152,良品,,2024-12-16 04:29:37,images/product_1152.png
1153,良品,,2024-12-16 11:35:53,images/product_1153.png
1154,劣質品,顏色汙染,2024-12-16 15:13:15,images/product_1154.png
1155,劣質品,大範圍污痕,2024-12-16 03:52:10,images/product_1155.png
1156,劣質品,汙點,2024-12-16 05:14:57,images/product_1156.png
1157,良品,,2024-12-16 20:50:54,images/product_1157.png
1158,劣質品,顏色汙染,2024-12-16 08:53:57,images/product_1158.png
1159,劣質品,划痕,2024-12-16 16:47:39,images/product_1159.png
1160,良品,,2024-12-16 18:42:55,images/product_1160.png
1161,劣質品,裁切,2024-12-16 10:28:20,images/product_1161.png
1162,良品,,2024-12-16 15:32:59,images/product_1162.png
1163,良品,,2024-12-16 13:11:18,images/product_1163.png
1164,劣質品,汙點,2024-12-16 13:40:47,images/product_1164.png
1165,良品,,2024-12-16 10:47:49,images/product_1165.png
1166,劣質品,"汙點, 顏色汙染",2024-12-16 20:33:59,images/product_1166.png
1167,劣質品,划痕,2024-12-16 14:05:48,images/product_1167.png
1168,良品,,2024-12-16 07:04:30,images/product_1168.png
1169,良品,,2024-12-16 01:31:31,images/product_1169.png
1170,劣質品,汙點,2024-12-16 04:33:03,images/product_1170.png
1171,劣質品,裁切,2024-12-16 05:54:47,images/product_1171.png
1172,良品,,2024-12-16 16:27:12,images/product_1172.png
1173,劣質品,汙點,2024-12-16 18:17:01,images/product_1173.png
1174,劣質品,顏色汙染,2024-12-16 20:16:56,images/product_1174.png
1175,劣質品,划痕,2024-12-16 23:24:30,images/product_1175.png
1176,良品,,2024-12-16 15:46:42,images/product_1176.png
1177,劣質品,顏色汙染,2024-12-16 00:42:31,images/product_1177.png
1178,良品,,2024-12-16 22:26:09,images/product_1178.png
1179,良品,,2024-12-16 03:14:49,images/product_1179.png
1180,良品,,2024-12-16 19:57:37,images/product_1180.png
1181,良品,,2024-12-16 15:32:06,images/product_1181.png
1182,良品,,2024-12-16 23:58:20,images/product_1182.png
1183,良品,,2024-12-16 09:00:39,images/product_1183.png
1184,良品,,2024-12-16 10:40:35,images/product_1184.png
1185,劣質品,汙點,2024-12-16 19:44:12,images/product_1185.png
1186,良品,,2024-12-16 23:23:10,images/product_1186.png
1187,良品,,2024-12-16 08:36:53,images/product_1187.png
1188,良品,,2024-12-16 07:08:40,images/product_1188.png
1189,良品,,2024-12-16 05:20:01,images/product_1189.png
1190,良品,,2024-12-16 11:04:42,images/product_1190.png
1191,良品,,2024-12-16 04:08:14,images/product_1191.png
1192,良品,,2024-12-16 06:03:05,images/product_1192.png
1193,劣質品,裁切,2024-12-16 02:35:16,images/product_1193.png
1194,劣質品,大範圍污痕,2024-12-16 15:31:16,images/product_1194.png
1195,良品,,2024-12-16 03:49:11,images/product_1195.png
1196,良品,,2024-12-16 10:36:30,images/product_1196.png
1197,良品,,2024-12-16 09:22:32,images/product_1197.png
1198,良品,,2024-12-16 17:36:09,images/product_1198.png
1199,良品,,2024-12-16 07:30:05,images/product_1199.png
1200,劣質品,大範圍污痕,2024-12-16 04:30:20,images/product_1200.png
1201,劣質品,大範圍污痕,2024-12-16 20:39:05,images/product_1201.png
1202,劣質品,大範圍污痕,2024-12-16 04:57:49,images/product_1202.png
1203,良品,,2024-12-16 08:56:11,images/product_1203.png
1204,良品,,2024-12-16 11:43:21,images/product_1204.png
1205,劣質品,顏色汙染,2024-12-16 06:51:25,images/product_1205.png
1206,良品,,2024-12-16 00:36:49,images/product_1206.png
1207,良品,,2024-12-16 11:22:59,images/product_1207.png
1208,劣質品,"汙點, 大範圍污痕",2024-12-16 17:37:53,images/product_1208.png
1209,良品,,2024-12-16 02:38:05,images/product_1209.png
1210,良品,,2024-12-16 13:10:49,images/product_1210.png
1211,良品,,2024-12-16 06:38:35,images/product_1211.png
1212,劣質品,大範圍污痕,2024-12-16 18:46:17,images/product_1212.png
1213,良品,,2024-12-16 11:56:11,images/product_1213.png
1214,良品,,2024-12-16 09:22:35,images/product_1214.png
1215,良品,,2024-12-16 06:47:42,images/product_1215.png
1216,劣質品,裁切,2024-12-16 06:25:44,images/product_1216.png
1217,良品,,2024-12-16 22:28:37,images/product_1217.png
1218,劣質品,裁切,2024-12-16 19:14:23,images/product_1218.png
1219,劣質品,裁切,2024-12-16 16:33:37,images/product_1219.png
1220,良品,,2024-12-16 21:39:09,images/product_1220.png
1221,劣質品,汙點,2024-12-16 15:39:14,images/product_1221.png
1222,良品,,2024-12-16 21:04:36,images/product_1222.png
1223,良品,,2024-12-16 05:08:50,images/product_1223.png
1224,劣質品,汙點,2024-12-16 00:58:26,images/product_1224.png
1225,良品,,2024-12-16 00:28:15,images/product_1225.png
1226,劣質品,"划痕, 顏色汙染",2024-12-16 04:17:21,images/product_1226.png
1227,良品,,2024-12-16 17:10:55,images/product_1227.png
1228,劣質品,大範圍污痕,2024-12-16 06:15:46,images/product_1228.png
1229,良品,,2024-12-16 09:58:06,images/product_1229.png
1230,良品,,2024-12-16 18:32:32,images/product_1230.png
1231,劣質品,汙點,2024-12-16 00:50:51,images/product_1231.png
1232,良品,,2024-12-16 08:50:02,images/product_1232.png
1233,劣質品,汙點,2024-12-16 23:44:45,images/product_1233.png
1234,良品,,2024-12-16 17:06:24,images/product_1234.png
1235,劣質品,"划痕, 裁切",2024-12-16 20:30:10,images/product_1235.png
1236,良品,,2024-12-16 00:56:57,images/product_1236.png
1237,劣質品,大範圍污痕,2024-12-16 00:47:00,images/product_1237.png
1238,劣質品,裁切,2024-12-16 13:27:52,images/product_1238.png
1239,良品,,2024-12-16 17:04:51,images/product_1239.png
1240,劣質品,裁切,2024-12-16 23:39:36,images/product_1240.png
1241,劣質品,汙點,2024-12-16 14:18:16,images/product_1241.png
1242,良品,,2024-12-16 13:11:46,images/product_1242.png
1243,劣質品,"划痕, 裁切",2024-12-16 09:12:03,images/product_1243.png
1244,良品,,2024-12-16 17:29:16,images/product_1244.png
1245,良品,,2024-12-16 18:54:04,images/product_1245.png
1246,劣質品,"划痕, 汙點, 顏色汙染",2024-12-16 02:56:42,images/product_1246.png
1247,良品,,2024-12-16 19:27:55,images/product_1247.png
1248,良品,,2024-12-16 17:01:00,images/product_1248.png
1249,良品,,2024-12-16 15:46:54,images/product_1249.png
1250,良品,,2024-12-16 22:29:37,images/product_1250.png
1251,良品,,2024-12-16 05:34:22,images/product_1251.png
1252,劣質品,裁切,2024-12-16 21:57:35,images/product_1252.png
1253,劣質品,裁切,2024-12-16 19:10:16,images/product_1253.png
1254,劣質品,"裁切, 顏色汙染",2024-12-16 18:05:15,images/product_1254.png
1255,良品,,2024-12-16 19:42:22,images/product_1255.png
1256,良品,,2024-12-16 02:03:43,images/product_1256.png
1257,良品,,2024-12-16 23:54:50,images/product_1257.png
1258,良品,,2024-12-16 23:26:21,images/product_1258.png
1259,劣質品,大範圍污痕,2024-12-16 09:21:13,images/product_1259.png
1260,劣質品,大範圍污痕,2024-12-16 20:36:06,images/product_1260.png
1261,劣質品,裁切,2024-12-16 00:59:59,images/product_1261.png
1262,劣質品,汙點,2024-12-16 23:07:52,images/product_1262.png
1263,劣質品,划痕,2024-12-16 20:26:43,images/product_1263.png
1264,劣質品,汙點,2024-12-16 01:20:11,images/product_1264.png
1265,劣質品,划痕,2024-12-16 02:27:48,images/product_1265.png
1266,劣質品,划痕,2024-12-16 23:48:07,images/product_1266.png
1267,良品,,2024-12-16 05:50:01,images/product_1267.png
1268,良品,,2024-12-16 17:05:40,images/product_1268.png
1269,良品,,2024-12-16 22:40:38,images/product_1269.png
1270,劣質品,"划痕, 顏色汙染",2024-12-16 21:22:57,images/product_1270.png
1271,良品,,2024-12-16 05:48:18,images/product_1271.png
1272,劣質品,汙點,2024-12-16 20:38:14,images/product_1272.png
1273,劣質品,顏色汙染,2024-12-16 03:50:46,images/product_1273.png
1274,良品,,2024-12-16 00:07:33,images/product_1274.png
1275,劣質品,"划痕, 汙點, 裁切",2024-12-16 15:55:51,images/product_1275.png
1276,良品,,2024-12-16 03:44:25,images/product_1276.png
1277,良品,,2024-12-16 01:00:34,images/product_1277.png
1278,良品,,2024-12-16 18:42:36,images/product_1278.png
1279,良品,,2024-12-16 22:00:56,images/product_1279.png
1280,劣質品,汙點,2024-12-16 07:53:08,images/product_1280.png
1281,良品,,2024-12-16 08:13:39,images/product_1281.png
1282,劣質品,"大範圍污痕, 顏色汙染",2024-12-16 01:48:32,images/product_1282.png
1283,良品,,2024-12-16 12:23:09,images/product_1283.png
1284,良品,,2024-12-16 04:16:32,images/product_1284.png
1285,良品,,2024-12-16 13:19:40,images/product_1285.png
1286,良品,,2024-12-16 12:34:09,images/product_1286.png
1287,良品,,2024-12-16 09:46:51,images/product_1287.png
1288,劣質品,划痕,2024-12-16 16:07:45,images/product_1288.png
1289,良品,,2024-12-16 01:50:24,images/product_1289.png
1290,劣質品,大範圍污痕,2024-12-16 19:11:16,images/product_1290.png
1291,劣質品,顏色汙染,2024-12-16 14:06:26,images/product_1291.png
1292,劣質品,"汙點, 大範圍污痕, 顏色汙染",2024-12-16 01:14:27,images/product_1292.png
1293,劣質品,汙點,2024-12-16 17:04:29,images/product_1293.png
1294,劣質品,划痕,2024-12-16 12:34:45,images/product_1294.png
1295,良品,,2024-12-16 22:44:12,images/product_1295.png
1296,良品,,2024-12-16 14:21:06,images/product_1296.png
1297,良品,,2024-12-16 05:55:13,images/product_1297.png
1298,劣質品,划痕,2024-12-16 14:08:42,images/product_1298.png
1299,劣質品,划痕,2024-12-16 02:24:23,images/product_1299.png
1300,良品,,2024-12-16 03:24:52,images/product_1300.png
1301,良品,,2024-12-16 07:57:32,images/product_1301.png
1302,良品,,2024-12-16 14:58:00,images/product_1302.png
1303,劣質品,划痕,2024-12-16 17:37:33,images/product_1303.png
1304,良品,,2024-12-16 03:39:16,images/product_1304.png
1305,劣質品,划痕,2024-12-16 06:49:49,images/product_1305.png
1306,良品,,2024-12-16 08:41:13,images/product_1306.png
1307,良品,,2024-12-16 07:36:33,images/product_1307.png
1308,劣質品,"划痕, 汙點, 顏色汙染",2024-12-16 06:57:43,images/product_1308.png
1309,良品,,2024-12-16 22:43:26,images/product_1309.png
1310,良品,,2024-12-16 14:30:41,images/product_1310.png
1311,良品,,2024-12-16 00:19:55,images/product_1311.png
1312,良品,,2024-12-16 21:21:23,images/product_1312.png
1313,良品,,2024-12-16 05:56:56,images/product_1313.png
1314,良品,,2024-12-16 21:57:34,images/product_1314.png
1315,良品,,2024-12-16 22:31:23,images/product_1315.png
1316,劣質品,大範圍污痕,2024-12-16 09:29:34,images/product_1316.png
1317,劣質品,裁切,2024-12-16 09:22:06,images/product_1317.png
1318,良品,,2024-12-16 15:16:36,images/product_1318.png
1319,良品,,2024-12-16 14:29:28,images/product_1319.png
1320,良品,,2024-12-16 06:15:24,images/product_1320.png
1321,良品,,2024-12-16 07:44:30,images/product_1321.png
1322,良品,,2024-12-16 17:39:16,images/product_1322.png
1323,劣質品,大範圍污痕,2024-12-16 22:25:01,images/product_1323.png
1324,良品,,2024-12-16 12:54:15,images/product_1324.png
1325,劣質品,汙點,2024-12-16 18:37:47,images/product_1325.png
1326,劣質品,大範圍污痕,2024-12-16 09:17:52,images/product_1326.png
1327,良品,,2024-12-16 03:50:31,images/product_1327.png
1328,良品,,2024-12-16 05:46:37,images/product_1328.png
1329,良品,,2024-12-16 18:58:12,images/product_1329.png
1330,劣質品,大範圍污痕,2024-12-16 19:48:21,images/product_1330.png
1331,良品,,2024-12-16 14:06:20,images/product_1331.png
1332,良品,,2024-12-16 16:13:23,images/product_1332.png
1333,劣質品,裁切,2024-12-16 21:21:07,images/product_1333.png
1334,劣質品,顏色汙染,2024-12-16 01:57:08,images/product_1334.png
1335,劣質品,划痕,2024-12-16 16:09:47,images/product_1335.png
1336,劣質品,大範圍污痕,2024-12-16 19:42:09,images/product_1336.png
1337,劣質品,划痕,2024-12-16 07:23:37,images/product_1337.png
1338,良品,,2024-12-16 16:11:47,images/product_1338.png
1339,劣質品,大範圍污痕,2024-12-16 20:10:15,images/product_1339.png
1340,良品,,2024-12-16 01:03:55,images/product_1340.png
1341,劣質品,大範圍污痕,2024-12-16 14:40:29,images/product_1341.png
1342,良品,,2024-12-16 23:29:22,images/product_1342.png
1343,劣質品,顏色汙染,2024-12-16 21:05:08,images/product_1343.png
1344,劣質品,大範圍污痕,2024-12-16 11:24:51,images/product_1344.png
1345,良品,,2024-12-16 05:27:31,images/product_1345.png
1346,劣質品,裁切,2024-12-16 15:33:37,images/product_1346.png
1347,良品,,2024-12-16 17:30:32,images/product_1347.png
1348,劣質品,大範圍污痕,2024-12-16 10:37:10,images/product_1348.png
1349,劣質品,划痕,2024-12-16 05:35:46,images/product_1349.png
1350,劣質品,"划痕, 汙點",2024-12-16 08:54:36,images/product_1350.png
1351,劣質品,划痕,2024-12-16 16:54:20,images/product_1351.png
1352,劣質品,"裁切, 大範圍污痕",2024-12-16 08:15:59,images/product_1352.png
1353,良品,,2024-12-16 22:12:55,images/product_1353.png
1354,劣質品,"大範圍污痕, 顏色汙染",2024-12-16 13:44:45,images/product_1354.png
1355,良品,,2024-12-16 09:42:39,images/product_1355.png
1356,劣質品,"划痕, 裁切",2024-12-16 15:20:11,images/product_1356.png
1357,劣質品,裁切,2024-12-16 21:52:10,images/product_1357.png
1358,良品,,2024-12-16 10:46:24,images/product_1358.png
1359,良品,,2024-12-16 07:59:52,images/product_1359.png
1360,良品,,2024-12-16 11:51:12,images/product_1360.png
1361,良品,,2024-12-16 21:39:39,images/product_1361.png
1362,劣質品,"汙點, 大範圍污痕",2024-12-16 11:15:18,images/product_1362.png
1363,劣質品,"裁切, 大範圍污痕",2024-12-16 17:54:13,images/product_1363.png
1364,良品,,2024-12-16 19:25:20,images/product_1364.png
1365,良品,,2024-12-16 09:05:20,images/product_1365.png
1366,良品,,2024-12-16 23:55:33,images/product_1366.png
1367,良品,,2024-12-16 05:45:42,images/product_1367.png
1368,良品,,2024-12-16 02:33:24,images/product_1368.png
1369,劣質品,"划痕, 大範圍污痕, 顏色汙染",2024-12-16 03:59:30,images/product_1369.png
1370,良品,,2024-12-16 20:41:13,images/product_1370.png
1371,良品,,2024-12-16 05:42:24,images/product_1371.png
1372,良品,,2024-12-16 15:27:42,images/product_1372.png
1373,劣質品,划痕,2024-12-16 23:31:48,images/product_1373.png
1374,劣質品,顏色汙染,2024-12-16 16:18:15,images/product_1374.png
1375,良品,,2024-12-16 21:40:40,images/product_1375.png
1376,劣質品,大範圍污痕,2024-12-16 08:02:02,images/product_1376.png
1377,劣質品,大範圍污痕,2024-12-16 05:42:25,images/product_1377.png
1378,良品,,2024-12-16 07:52:46,images/product_1378.png
1379,良品,,2024-12-16 13:29:02,images/product_1379.png
1380,劣質品,划痕,2024-12-16 09:02:45,images/product_1380.png
1381,劣質品,顏色汙染,2024-12-16 02:30:29,images/product_1381.png
1382,劣質品,"划痕, 汙點",2024-12-16 13:39:25,images/product_1382.png
1383,良品,,2024-12-16 00:36:56,images/product_1383.png
1384,良品,,2024-12-16 21:04:38,images/product_1384.png
1385,劣質品,裁切,2024-12-16 21:55:57,images/product_1385.png
1386,良品,,2024-12-16 21:33:19,images/product_1386.png
1387,良品,,2024-12-16 08:16:41,images/product_1387.png
1388,良品,,2024-12-16 15:40:26,images/product_1388.png
1389,劣質品,"裁切, 顏色汙染",2024-12-16 21:28:20,images/product_1389.png
1390,良品,,2024-12-16 03:10:24,images/product_1390.png
1391,良品,,2024-12-16 10:46:53,images/product_1391.png
1392,良品,,2024-12-16 00:41:23,images/product_1392.png
1393,良品,,2024-12-16 03:53:41,images/product_1393.png
1394,良品,,2024-12-16 09:32:17,images/product_1394.png
1395,劣質品,划痕,2024-12-16 17:34:11,images/product_1395.png
1396,良品,,2024-12-16 10:45:21,images/product_1396.png
1397,良品,,2024-12-16 09:19:36,images/product_1397.png
1398,劣質品,划痕,2024-12-16 13:33:34,images/product_1398.png
1399,劣質品,裁切,2024-12-16 03:43:32,images/product_1399.png
1400,良品,,2024-12-16 08:32:27,images/product_1400.png
1401,良品,,2024-12-16 21:27:52,images/product_1401.png
1402,良品,,2024-12-16 07:02:00,images/product_1402.png
1403,劣質品,汙點,2024-12-16 23:59:08,images/product_1403.png
1404,良品,,2024-12-16 04:02:51,images/product_1404.png
1405,良品,,2024-12-16 17:54:14,images/product_1405.png
1406,良品,,2024-12-16 07:41:18,images/product_1406.png
1407,劣質品,汙點,2024-12-16 21:46:33,images/product_1407.png
1408,劣質品,裁切,2024-12-16 14:15:18,images/product_1408.png
1409,良品,,2024-12-16 04:50:29,images/product_1409.png
1410,良品,,2024-12-16 03:38:38,images/product_1410.png
1411,良品,,2024-12-16 10:16:20,images/product_1411.png
1412,劣質品,大範圍污痕,2024-12-16 11:57:43,images/product_1412.png
1413,良品,,2024-12-16 13:01:57,images/product_1413.png
1414,良品,,2024-12-16 02:18:44,images/product_1414.png
1415,良品,,2024-12-16 10:24:46,images/product_1415.png
1416,劣質品,大範圍污痕,2024-12-16 16:00:50,images/product_1416.png
1417,劣質品,裁切,2024-12-16 12:59:09,images/product_1417.png
1418,劣質品,大範圍污痕,2024-12-16 05:02:42,images/product_1418.png
1419,良品,,2024-12-16 10:12:29,images/product_1419.png
1420,良品,,2024-12-16 18:58:08,images/product_1420.png
1421,良品,,2024-12-16 15:53:41,images/product_1421.png
1422,良品,,2024-12-16 00:20:12,images/product_1422.png
1423,良品,,2024-12-16 06:07:22,images/product_1423.png
1424,良品,,2024-12-16 09:32:21,images/product_1424.png
1425,劣質品,顏色汙染,2024-12-16 21:20:26,images/product_1425.png
1426,良品,,2024-12-16 05:49:04,images/product_1426.png
1427,劣質品,大範圍污痕,2024-12-16 06:04:07,images/product_1427.png
1428,良品,,2024-12-16 23:00:51,images/product_1428.png
1429,良品,,2024-12-16 21:56:57,images/product_1429.png
1430,劣質品,汙點,2024-12-16 13:23:44,images/product_1430.png
1431,良品,,2024-12-16 07:53:19,images/product_1431.png
1432,良品,,2024-12-16 23:46:51,images/product_1432.png
1433,良品,,2024-12-16 11:27:45,images/product_1433.png
1434,良品,,2024-12-16 19:00:28,images/product_1434.png
1435,劣質品,顏色汙染,2024-12-16 00:25:40,images/product_1435.png
1436,劣質品,"划痕, 大範圍污痕",2024-12-16 02:47:36,images/product_1436.png
1437,劣質品,汙點,2024-12-16 11:25:51,images/product_1437.png
1438,良品,,2024-12-16 05:45:25,images/product_1438.png
1439,良品,,2024-12-16 15:08:58,images/product_1439.png
1440,良品,,2024-12-16 18:02:20,images/product_1440.png
1441,良品,,2024-12-16 06:15:41,images/product_1441.png
1442,良品,,2024-12-16 09:17:43,images/product_1442.png
1443,良品,,2024-12-16 07:32:18,images/product_1443.png
1444,良品,,2024-12-16 04:13:43,images/product_1444.png
1445,良品,,2024-12-16 22:41:11,images/product_1445.png
1446,良品,,2024-12-16 01:07:37,images/product_1446.png
1447,劣質品,顏色汙染,2024-12-16 08:09:32,images/product_1447.png
1448,良品,,2024-12-16 01:38:10,images/product_1448.png
1449,劣質品,大範圍污痕,2024-12-16 22:36:25,images/product_1449.png
1450,良品,,2024-12-16 15:59:40,images/product_1450.png
1451,劣質品,"裁切, 大範圍污痕",2024-12-16 09:44:51,images/product_1451.png
1452,良品,,2024-12-16 00:54:47,images/product_1452.png
1453,良品,,2024-12-16 14:21:11,images/product_1453.png
1454,良品,,2024-12-16 00:59:45,images/product_1454.png
1455,良品,,2024-12-16 21:14:15,images/product_1455.png
1456,劣質品,大範圍污痕,2024-12-16 14:44:00,images/product_1456.png
1457,良品,,2024-12-16 15:24:21,images/product_1457.png
1458,劣質品,大範圍污痕,2024-12-16 04:04:15,images/product_1458.png
1459,良品,,2024-12-16 04:50:45,images/product_1459.png
1460,良品,,2024-12-16 17:58:20,images/product_1460.png
1461,良品,,2024-12-16 07:26:39,images/product_1461.png
1462,良品,,2024-12-16 10:04:25,images/product_1462.png
1463,劣質品,顏色汙染,2024-12-16 09:41:58,images/product_1463.png
1464,良品,,2024-12-16 18:49:02,images/product_1464.png
1465,良品,,2024-12-16 07:32:11,images/product_1465.png
1466,劣質品,"划痕, 顏色汙染",2024-12-16 18:47:55,images/product_1466.png
1467,劣質品,划痕,2024-12-16 11:25:07,images/product_1467.png
1468,良品,,2024-12-16 19:34:19,images/product_1468.png
1469,良品,,2024-12-16 03:50:56,images/product_1469.png
1470,良品,,2024-12-16 05:33:54,images/product_1470.png
1471,良品,,2024-12-16 16:16:05,images/product_1471.png
1472,良品,,2024-12-16 16:58:26,images/product_1472.png
1473,劣質品,划痕,2024-12-16 12:15:18,images/product_1473.png
1474,劣質品,裁切,2024-12-16 10:00:08,images/product_1474.png
1475,良品,,2024-12-16 19:37:01,images/product_1475.png
1476,良品,,2024-12-16 09:44:19,images/product_1476.png
1477,劣質品,大範圍污痕,2024-12-16 14:19:59,images/product_1477.png
1478,劣質品,汙點,2024-12-16 10:04:27,images/product_1478.png
1479,良品,,2024-12-16 16:02:45,images/product_1479.png
1480,良品,,2024-12-16 15:59:44,images/product_1480.png
1481,劣質品,汙點,2024-12-16 08:40:56,images/product_1481.png
1482,劣質品,汙點,2024-12-16 01:10:09,images/product_1482.png
1483,劣質品,顏色汙染,2024-12-16 23:40:57,images/product_1483.png
1484,劣質品,大範圍污痕,2024-12-16 15:10:18,images/product_1484.png
1485,劣質品,顏色汙染,2024-12-16 14:24:46,images/product_1485.png
1486,良品,,2024-12-16 11:53:04,images/product_1486.png
1487,良品,,2024-12-16 12:37:39,images/product_1487.png
1488,良品,,2024-12-16 07:46:58,images/product_1488.png
1489,劣質品,顏色汙染,2024-12-16 10:32:20,images/product_1489.png
1490,良品,,2024-12-16 22:56:44,images/product_1490.png
1491,良品,,2024-12-16 06:49:40,images/product_1491.png
1492,良品,,2024-12-16 02:13:19,images/product_1492.png
1493,劣質品,"汙點, 顏色汙染",2024-12-16 19:39:10,images/product_1493.png
1494,良品,,2024-12-16 23:02:36,images/product_1494.png
1495,劣質品,汙點,2024-12-16 02:52:18,images/product_1495.png
1496,良品,,2024-12-16 10:21:22,images/product_1496.png
